[282.0, 60.5, 102.3, 89.98, -1.14, 45.17]
[279.7, 61.2, 98.2, 90.0, 0.0, 59.94]
[280.7, 59.0, 99.3, 89.85, -0.22, 74.44]
[280.3, 61.2, 103.1, 89.52, -0.38, 90.08]
[278.7, 59.5, 98.7, 90.49, 0.17, 105.03]
[280.0, 59.2, 100.5, 89.82, 0.0, 119.79]
[279.9, 60.7, 99.0, 90.0, 0.08, 134.91]
[280.7, 96.1, 100.6, 89.99, -0.26, 50.53]
[278.9, 100.8, 98.8, 90.07, 0.43, 60.02]
[280.3, 101.8, 104.0, 89.62, -0.79, 74.97]
[278.8, 98.4, 98.5, 90.47, 0.51, 89.73]
[280.1, 100.4, 100.6, 89.92, -0.04, 105.02]
[279.3, 99.4, 100.6, 89.91, -0.01, 119.79]
[279.8, 101.3, 102.1, 89.74, 0.04, 134.99]
[300.3, -100.7, 101.0, 89.73, -0.34, 45.0]
[300.3, -100.2, 99.7, 89.85, -0.1, 59.58]
[300.1, -98.3, 97.8, 90.42, 0.12, 75.23]
[300.4, -99.6, 101.7, 89.56, 0.02, 89.82]
[299.3, -101.6, 98.1, 90.16, -0.06, 104.41]
[298.3, -100.8, 97.5, 90.69, -0.29, 110.56]
[299.8, -100.5, 99.1, 89.92, 0.13, 111.09]
[299.4, -62.1, 101.1, 90.0, 0.0, 44.82]
[300.2, -59.9, 100.7, 89.93, -0.06, 59.67]
[298.9, -59.8, 98.2, 90.31, 0.15, 75.05]
[301.2, -59.9, 103.5, 89.04, -0.11, 89.82]
[300.3, -59.8, 101.0, 89.82, 0.03, 104.85]
[300.2, -58.7, 100.2, 90.0, 0.08, 120.05]
[299.3, -60.2, 96.2, 90.46, -0.31, 127.79]
[302.3, -20.2, 105.0, 89.53, -1.32, 45.09]
[299.4, -19.1, 97.5, 90.35, 0.49, 60.11]
[300.5, -18.3, 102.8, 89.64, -0.26, 75.05]
[297.8, -22.5, 97.7, 90.83, 0.26, 89.47]
[300.6, -20.4, 102.4, 89.64, 0.01, 104.67]
[301.1, -20.4, 99.1, 89.83, 0.15, 119.7]
[300.6, -20.5, 101.2, 89.66, 0.36, 134.64]
[300.6, 19.5, 101.4, 89.94, -0.25, 45.26]
[299.8, 18.1, 99.7, 90.0, 0.0, 59.32]
[299.7, 20.4, 99.6, 90.12, 0.12, 74.97]
[298.4, 20.8, 98.2, 90.62, 0.31, 90.61]
[298.9, 21.2, 101.1, 90.17, 0.02, 105.2]
[301.6, 19.1, 103.3, 89.31, 0.22, 119.52]
[299.1, 18.2, 97.0, 90.6, -0.26, 134.47]
[300.6, 57.7, 102.2, 89.9, -0.51, 50.97]
[300.8, 59.1, 101.5, 89.79, -0.58, 59.41]
[299.9, 61.6, 100.9, 89.84, -0.21, 75.23]
[300.0, 58.6, 102.0, 89.92, -0.05, 89.64]
[298.7, 60.4, 97.7, 90.42, 0.12, 105.2]
[300.0, 61.5, 100.6, 89.64, 0.01, 120.23]
[299.3, 60.2, 98.8, 90.4, -0.07, 134.82]
[300.9, 90.9, 102.4, 89.74, -0.65, 66.09]
[299.9, 94.6, 100.8, 89.85, -0.41, 65.65]
[299.0, 100.1, 97.2, 90.29, 0.53, 74.97]
[299.7, 101.3, 100.9, 89.87, -0.12, 90.0]
[300.3, 99.2, 99.8, 90.07, 0.03, 104.58]
[300.1, 101.7, 103.5, 89.3, -0.07, 120.05]
[299.3, 100.0, 100.0, 90.25, -0.06, 134.99]
